x1,x2,y
1.413821965,-0.902414272,1
0.398968466,0.840561995,0
0.082914109,1.001507599,0
0.803344983,0.97148911,0
1.563304583,-0.410710709,1
0.388950776,-0.170919656,1
0.338124152,1.05876156,0
-1.115848826,0.496545929,0
-0.505468546,0.780794042,0
1.836306105,-0.19438079,1
-0.249681894,0.963500108,0
1.086310479,-0.194072862,1
1.438652372,0.108769796,1
0.921016845,0.659244946,0
0.124416467,1.095031025,0
-0.511230853,1.480045869,0
1.505749197,-0.701181908,1
1.061385574,-0.674612197,1
-0.752157025,0.768056022,0
2.021748351,0.273615915,1
1.977539956,0.157374094,1
-1.231189827,0.176988873,0
-0.601872618,0.951727598,0
-0.815292151,0.771620497,0
2.071589611,0.45508281,1
0.776405814,0.970659366,0
-0.38015517,0.77163064,0
0.793535343,1.101916494,0
1.936907714,0.349392681,1
-0.885962371,0.799909045,0
2.01878777,0.421369535,1
0.402942751,-0.819108186,1
0.840846828,-0.444342449,1
0.725434118,0.542487606,0
-0.141746252,0.443918211,0
0.860627051,0.08098473,0
-0.53865833,0.550375452,0
1.946314151,0.087050807,1
-0.234929125,0.535952353,0
0.477693879,0.535904663,1
-0.623210657,-0.097901058,0
1.879707061,0.080210485,1
-0.639525425,0.670610585,0
1.844097584,-0.172698824,1
2.072439269,0.074952063,1
1.428983686,0.205842603,1
1.672883209,-0.100947138,1
1.647650981,-0.628304101,1
1.639330925,0.535131713,1
-0.862303302,0.148250584,0
0.844413195,0.693281933,0
0.115738054,0.909352429,0
2.162116698,0.813547647,1
1.930595703,0.640932669,1
-0.469617983,0.706007265,0
0.611773283,0.480889629,0
1.578180896,-0.150889385,1
0.688315491,-0.274067199,1
0.078490711,0.747511978,0
0.193962341,-0.705905679,1
0.392773547,-0.27019594,1
0.264977158,1.172192901,0
-0.020490205,0.165114629,1
0.535226691,-0.442685238,1
0.573231689,0.643372097,0
0.879321371,0.338236814,0
1.278494747,0.384637432,0
0.72716637,-0.009028867,1
0.590984961,-0.081315793,1
1.832409404,0.167228554,1
0.363687509,-0.012208257,1
0.675191693,0.765120411,0
