x1,x2,y
0.252821231,-0.883025324,0
-0.196897091,1.045988246,0
1.278551473,-0.276005293,0
0.845480002,0.934284252,0
-0.048155053,-1.20124292,0
0.071301751,0.939468293,0
-0.640822311,-0.836409531,0
0.736605695,0.550932222,1
-0.662403667,-0.230060683,1
-0.076479077,-0.584724906,1
-0.378776843,-0.978090197,1
-1.007614879,0.447915574,0
0.145307205,-1.015219855,1
-1.147112195,0.161525964,0
0.41740609,0.860914231,0
-0.846695016,-0.253907645,0
-0.391575822,-0.760797044,0
0.03518714,-0.960875257,1
0.221001885,0.817416464,0
0.608386411,-0.777991639,1
-0.81710693,-0.442287928,0
1.301460921,0.10959934,0
0.55333009,0.849154578,1
-0.212609467,1.37074206,0
-0.750674723,0.524049451,0
0.84753245,-0.784025807,1
0.184520824,-0.649083612,1
-0.85598659,-0.313375664,1
0.495585833,-0.778576087,0
0.210019581,1.138360631,0
-1.160459403,0.727438874,0
-0.308456937,-0.497398541,1
0.590194365,0.161595336,1
0.722390706,0.166944744,1
-0.090720984,0.215513053,1
-0.526554306,-0.268737526,1
0.446724859,0.570722779,1
-0.641881456,0.052626333,1
0.830209785,0.408958452,1
-0.961511417,0.562122686,0
-0.226249296,0.935053602,1
0.318539116,-0.967134448,1
0.799562557,-0.485881816,0
-0.18249134,0.966996573,1
0.414408408,0.608899389,1
0.199799704,0.980176288,1
-0.724871408,-0.373949652,1
0.252072626,-1.658311287,0
-0.578787184,-0.758364155,1
0.561952245,-0.797096306,0
-0.354208079,-0.903147953,0
0.659732254,0.611417609,1
-0.265534337,-1.506750745,0
0.822001958,0.476591663,0
0.598057399,0.701992632,1
0.234836261,0.535185458,1
-1.152285724,-0.503960431,0
1.270758371,-0.821283003,0
0.33340443,-0.506079518,1
-0.336930494,0.702482574,0
0.676035659,0.146003509,1
1.236240938,0.00951093,0
0.558175025,0.268988088,0
-0.255283981,-0.620929085,1
0.832613146,-0.467733386,1
-0.124206751,0.933386095,1
0.829681025,0.462117752,1
-0.136291221,0.536925663,1
-0.492641179,-0.415308363,1
-0.739461333,-0.285695835,1
1.297019666,0.069994011,0
0.945641029,0.466003862,0
0.0397637,-0.886222707,1
0.6137447,-0.697994471,1
-0.86347268,0.537074874,1
-0.980581996,0.362641651,0
-0.559966573,1.145527904,0
-0.720257461,0.765493956,0
0.0211197,0.765520079,1
-0.081990191,1.260761237,0
-1.292210301,0.051148615,0
0.550884241,0.585124883,1
-0.37870916,-0.846158804,0
-0.795102139,-0.082325708,1
-0.135623739,0.462647643,1
-0.085167935,-0.676227779,1
-0.427364058,-0.232148881,1
0.69600957,0.484300232,1
-0.240249495,0.681108434,1
0.286101373,1.06879235,1
-0.4770302,1.072563411,0
-0.151128166,-0.761060227,1
0.852460752,0.13177118,0
0.390931069,1.023960188,0
0.270797637,0.34258281,1
0.797782691,0.525229373,0
0.783035968,-0.30417657,1
-0.552951117,0.606110522,0
0.920784824,0.676096778,0
-0.192419128,-0.885555084,1
-0.427302744,-0.951876335,0
-0.009170784,-1.021203153,1
-0.808658364,-0.010517545,0
1.028676526,0.626774486,0
-0.480320834,0.407448213,1
-0.260871723,0.258924893,1
-0.035538775,-0.909811222,1
0.418463596,0.698057395,1
0.516652426,0.833755973,0
-0.25078185,-0.754442619,0
0.493346776,0.756416126,0
-0.115914648,0.866793033,1
-0.978208766,-0.31032885,0
-1.36906991,-0.521939277,0
-0.620471538,-0.253454796,1
0.497017364,-0.885895086,1
0.764575102,-0.577345116,1
-0.534123494,-0.731469466,1
-0.189755361,-1.017949249,0
-0.164202658,0.782177764,1
-0.982868624,0.414501298,1
-0.577261303,0.525169059,1
0.873713994,0.135172399,1
0.453817165,0.819004252,1
0.706506778,0.234695411,0
-1.094154866,-0.094018219,0
0.25024276,-0.695022625,1
-0.510944676,-0.729625464,1
-0.968747525,0.300576011,1
-0.493668776,0.73128624,0
0.583139427,-0.873942996,1
-0.237493216,0.862275003,1
1.073010091,0.60148827,1
0.722016698,-0.480844442,1
0.087473793,-0.98134178,1
-0.185765128,0.354521122,1
-0.65840892,-0.258128775,1
-0.770474251,0.203846205,1
-0.731224175,-0.707038491,0
-0.663098553,-0.490826529,1
0.882826886,-0.117034236,0
-0.389168355,-0.761202174,1
-0.106706401,-0.651542357,0
-0.54914252,0.398222269,0
-0.97587544,0.311393944,1
0.389270167,-0.83757208,1
0.272340277,0.416390754,1
1.209759749,-0.651433024,0
-0.783481188,-0.279294126,0
-0.395294894,0.754877655,1
-0.407067958,0.667776737,1
0.960182196,-0.364349362,0
-0.253039763,-0.977045281,0
0.05641245,-1.037699285,1
-0.447931788,-0.841710875,0
0.108665425,-0.774977416,1
1.341480027,-0.265655739,0
0.322571853,1.413796486,0
-0.82611751,0.148122297,0
-0.814318655,-0.569964115,1
0.599836977,0.392782157,1
-0.734377421,-0.168190677,1
-0.628714765,-0.811236382,0
1.143521065,-0.086779073,0
0.663678257,0.445825831,1
0.509145859,-0.83119307,1
0.362162041,0.942307236,1
-0.102647441,0.527555582,0
-0.285131991,-1.324235518,0
-0.947513191,0.166713334,0
0.445098726,0.057635034,1
0.05653554,0.916217109,1
-0.05707683,0.770321185,1
-0.45502992,0.103692941,1
0.337208448,-0.474137579,1
0.518723803,1.410365912,0
-0.624739806,-0.848995546,0
-1.158017489,-0.707073612,0
-0.738323969,1.073816874,0
0.127690456,-0.972882134,1
0.620609711,-0.323407452,1
-0.981177501,0.002797536,0
0.643332808,-0.142512974,1
-0.409782729,-0.241146245,1
0.255246497,0.772043992,1
0.824092244,-0.133948273,1
-0.461363409,-0.606416355,1
0.215416873,-0.86997619,0
1.022695343,-0.788784847,0
0.711552677,-0.284509831,1
0.337383095,-0.47754522,1
-0.102183993,1.119263336,0
0.99053632,0.182265306,0
-0.507052221,0.545355749,1
0.020598574,0.508712885,1
0.804210829,0.078811762,0
-0.416636653,0.223195644,1
0.36770841,-0.203779945,1
0.252892538,0.518290484,1
0.923086499,-0.702287371,0
0.701655249,-0.936429415,0
1.011888348,-0.204320356,0
0.311861002,0.887702727,0
0.881944532,0.235318495,1
-0.141393377,0.666003968,1
0.160743485,-0.664001032,1
0.904280943,0.885987288,0
-0.413458569,0.941124024,1
0.973601665,-0.335428017,1
-1.2482924,-0.150376913,0
-0.677870372,-0.764830221,1
0.745906087,0.590677878,1
0.295432027,-0.471152089,0
0.964607749,-0.537488224,0
0.666177913,0.743912095,0
-0.434832174,0.866111917,1
-0.434928008,-0.571421914,0
0.919646907,-0.020219964,1
0.537982084,-0.355126665,1
0.890352622,-0.242972749,0
-0.092672116,-0.516013465,1
0.814411169,0.523258524,0
0.914574981,-0.194495674,0
0.873395974,-0.691992682,0
0.445451739,0.833729376,0
-0.643349393,0.776469132,0
-0.687670511,-0.244678778,1
-0.051730238,1.237199032,0
-0.499072563,0.628207094,1
-0.530430935,-0.863527258,1
-0.462413994,1.034618794,0
0.477961928,0.576178003,1
0.901378859,0.147766688,0
-0.382825217,-0.487557766,0
0.766638277,-0.633295781,0
-1.05199251,0.352768588,0
0.579673907,0.763723133,1
0.200628903,-0.717174735,0
-0.322809598,0.292781973,1
0.177445447,-1.093364639,0
-1.170914248,0.424966911,0
-0.889638307,-0.906373087,1
-0.036964552,1.062969863,0
-0.657019294,-0.538859007,0
0.642322909,-0.661679848,1
-0.867728828,0.591490848,0
-0.078021769,0.199698601,1
1.148067336,-0.032292931,1
-0.493171462,-0.297289892,1
-0.572071499,-0.515444162,0
-0.085429785,-0.834270498,1
-0.201280586,-1.398535101,0
-0.066768062,-1.049920258,0
0.728832258,0.433447293,1
0.722582569,-0.039959447,1
-0.339914984,-0.623263773,0
-1.322344296,0.032218106,0
0.775859808,-0.277448441,1
-1.01012574,-0.376764134,0
-0.538954431,-0.433219909,1
-0.738708462,-0.532726148,1
-0.50277242,1.053445241,0
0.172968834,0.859088964,1
1.286693664,-0.073607448,0
-0.191583877,0.860015579,0
-0.114644222,-0.810627506,1
-0.818595445,0.58103847,0
0.581315929,0.529144934,1
-0.874859477,0.625291872,1
-0.68678943,-0.47789881,0
-0.290632719,-0.666717837,1
0.37774774,-0.110564193,1
0.560827767,0.104348707,1
0.601818804,-0.011425911,1
-1.061815144,-1.094090394,0
0.928277404,0.496321766,0
0.966246936,-0.489728659,1
-0.549588907,0.075513184,1
-0.291937394,-0.826548314,1
-0.58008477,-0.84864612,0
-0.818227465,-0.643443058,0
0.616619173,0.53569454,0
0.406225699,0.95338119,0
-1.049387773,-0.164723194,0
0.083631073,1.142093622,0
0.185045988,0.783945313,1
1.111742653,0.40692211,0
0.595511707,0.56247848,0
-0.218978925,0.708076788,0
-0.716466754,0.64702519,1
0.619627453,-0.166783753,1
-0.835364478,0.725993886,0
-0.668100483,-0.605555007,1
0.676305258,0.1007137,0
-1.087085269,-0.046158437,0
0.01037625,0.700146647,1
-0.411557705,-0.628967417,1
-0.854361021,-0.020512541,0
-1.209414228,-0.022403359,0
-0.34929984,0.801167161,1
0.726646787,-0.796671723,0
0.273274383,-1.072274665,0
-0.19900323,0.531705125,1
-0.486816574,0.328664877,1
0.49122045,-0.925056584,0
0.294257486,-0.928578141,1
0.779791664,-0.036495487,0
-0.796308341,0.041204092,1
-0.813195128,0.008276956,1
-0.816234109,-0.157864846,1
0.158028973,1.111391211,0
-0.487656414,-0.555511721,1
-0.462665443,0.116311124,1
-0.287015,0.984247346,1
-0.585839833,-0.701922698,1
1.169866929,0.352404841,0
-0.015176618,-0.478153159,1
0.923059911,-0.156107446,1
0.449471822,-0.613032742,1
-0.033019717,-0.723856061,0
1.215688833,0.454670192,0
